0,90.44,12.28
0,0,256,0.90625,0,12.34,0.22,12.03,0.09,1886,0.609375
0,0,256,0.96484375,1,12.53,0.12,12.31,0.1,1920,0.9140625
0,0,256,0.9765625,2,12.35,0.13,12.13,0.09,1901,0.9609375
0,0,256,1.0,3,8.41,0.15,8.14,0.12,1276,0.9765625
0,1,256,0.8984375,0,12.33,0.12,12.11,0.09,1886,0.59375
0,1,256,0.96484375,1,13.55,1.11,12.35,0.09,1920,0.921875
0,1,256,0.96484375,2,12.43,0.12,12.21,0.09,1901,0.953125
0,1,256,0.984375,3,12.54,0.15,12.31,0.08,1917,0.97265625
0,2,256,0.90234375,0,12.35,0.21,11.99,0.14,1886,0.6171875
0,2,256,0.94921875,1,12.49,0.16,12.25,0.07,1920,0.90625
0,2,256,0.96875,2,12.34,0.13,12.08,0.14,1901,0.96875
0,2,256,0.99609375,3,12.62,0.35,12.2,0.07,1917,0.98828125
0,3,256,0.8984375,0,24.68,0.11,24.48,0.09,1886,0.62109375
0,3,256,0.97265625,1,25.21,0.12,24.92,0.17,1920,0.9609375
0,4,256,0.921875,0,12.24,0.18,11.98,0.08,1886,0.6015625
0,4,256,0.96875,1,12.5,0.11,12.25,0.14,1920,0.921875
0,4,256,0.9765625,2,12.36,0.13,12.14,0.1,1901,0.94921875
0,4,256,0.99609375,3,12.43,0.12,12.22,0.08,1917,0.9921875
0,5,256,0.91015625,0,12.23,0.15,12.01,0.08,1886,0.609375
0,5,256,0.96484375,1,12.78,0.25,12.31,0.23,1920,0.90625
0,5,256,0.98046875,2,12.38,0.13,12.15,0.09,1901,0.9609375
0,5,256,0.98828125,3,13.34,0.9,12.27,0.17,1917,0.98046875
0,6,256,0.92578125,0,13.15,0.09,12.98,0.07,1886,0.6171875
0,6,256,0.9765625,1,13.26,0.12,13.02,0.12,1920,0.92578125
0,6,256,0.984375,2,13.11,0.16,12.81,0.15,1901,0.9609375
0,6,256,1.0,3,2.64,0.14,2.4,0.1,361,0.98828125
0,7,256,0.90234375,0,13.3,0.2,12.97,0.13,1886,0.62890625
0,7,256,0.9609375,1,13.31,0.21,12.92,0.18,1920,0.9140625
0,7,256,0.96875,2,13.05,0.12,12.83,0.1,1901,0.96484375
0,7,256,0.98046875,3,12.59,0.23,12.23,0.13,1917,0.98046875
0,8,256,0.90234375,0,14.59,1.21,13.3,0.08,1886,0.609375
0,8,256,0.98046875,1,14.69,1.51,13.1,0.08,1920,0.91796875
0,8,256,0.9765625,2,13.19,0.13,12.95,0.12,1901,0.97265625
0,9,256,0.89453125,0,13.61,0.14,13.26,0.21,1886,0.62890625
0,9,256,0.9765625,1,13.59,0.21,13.3,0.09,1920,0.93359375
0,9,256,0.984375,2,13.67,0.2,13.15,0.32,1901,0.96484375
0,9,256,0.99609375,3,12.87,0.15,12.58,0.13,1917,0.98828125
0,10,256,0.93359375,0,13.35,0.23,13.04,0.08,1886,0.62109375
0,10,256,0.97265625,1,13.23,0.13,13.01,0.09,1920,0.9140625
0,10,256,0.98828125,2,13.43,0.42,12.92,0.09,1901,0.9765625
0,10,256,0.9921875,3,12.51,0.13,12.29,0.09,1917,0.98828125
0,11,256,0.9140625,0,13.24,0.15,13.03,0.07,1886,0.61328125
0,11,256,0.97265625,1,13.54,0.32,13.12,0.1,1920,0.91015625
0,11,256,0.984375,2,13.23,0.24,12.85,0.14,1901,0.96484375
0,11,256,1.0,3,2.65,0.12,2.39,0.14,361,0.98828125
0,12,256,0.890625,0,13.34,0.17,13.03,0.14,1886,0.60546875
0,12,256,0.96484375,1,13.26,0.14,13.03,0.08,1920,0.90625
0,12,256,0.96875,2,14.13,0.11,12.91,1.1,1901,0.953125
0,12,256,1.0,3,2.54,0.22,2.22,0.1,331,0.99609375
0,13,256,0.90625,0,13.32,0.16,13.09,0.07,1886,0.609375
0,13,256,0.9609375,1,13.42,0.11,13.17,0.13,1920,0.90625
0,13,256,0.98828125,2,13.2,0.11,12.98,0.11,1901,0.9765625
0,13,256,0.99609375,3,12.61,0.11,12.4,0.1,1917,0.99609375
0,14,256,0.90625,0,13.44,0.17,13.15,0.12,1886,0.60546875
0,14,256,0.94921875,1,13.85,0.13,13.59,0.13,1920,0.91015625
0,14,256,0.98046875,2,13.34,0.2,13.03,0.12,1901,0.9609375
0,14,256,1.0,3,2.87,0.12,2.64,0.11,392,0.99609375
0,15,256,0.9140625,0,13.31,0.24,12.99,0.08,1886,0.609375
0,15,256,0.9609375,1,13.72,0.23,13.29,0.2,1920,0.9140625
0,15,256,0.96484375,2,13.45,0.27,12.93,0.25,1901,0.9609375
0,15,256,0.9921875,3,12.67,0.3,12.29,0.08,1917,0.99609375
0,16,256,0.90234375,0,13.3,0.18,12.93,0.19,1886,0.625
0,16,256,0.94140625,1,13.51,0.15,13.21,0.15,1920,0.90625
0,16,256,0.984375,2,13.1,0.22,12.8,0.08,1901,0.95703125
0,16,256,0.9921875,3,12.53,0.14,12.31,0.07,1917,0.9921875
0,17,256,0.91796875,0,13.54,0.18,13.25,0.12,1886,0.62109375
0,17,256,0.97265625,1,13.67,0.13,13.4,0.15,1920,0.91796875
0,17,256,0.984375,2,13.3,0.16,13.05,0.08,1901,0.97265625
0,17,256,1.0,3,2.43,0.09,2.23,0.1,331,0.99609375
0,18,256,0.91015625,0,13.38,0.15,13.12,0.11,1886,0.61328125
0,18,256,0.953125,1,13.69,0.12,13.5,0.08,1920,0.8984375
0,18,256,0.97265625,2,13.42,0.18,13.1,0.14,1901,0.94140625
0,18,256,0.9921875,3,12.73,0.23,12.41,0.08,1917,0.984375
0,19,256,0.890625,0,13.45,0.17,13.17,0.11,1886,0.6171875
0,19,256,0.9609375,1,13.6,0.16,13.37,0.07,1920,0.921875
0,19,256,0.98828125,2,13.38,0.19,13.05,0.13,1901,0.97265625
0,19,256,0.9921875,3,12.78,0.19,12.51,0.08,1917,0.98828125
0,20,256,0.8984375,0,13.29,0.17,13.03,0.08,1886,0.61328125
0,20,256,0.96484375,1,13.86,0.35,13.33,0.18,1920,0.921875
0,20,256,0.984375,2,13.45,0.18,13.14,0.12,1901,0.97265625
0,20,256,1.0,3,2.61,0.19,2.33,0.09,331,0.99609375
0,21,256,0.8984375,0,13.43,0.15,13.07,0.21,1886,0.6171875
0,21,256,0.96875,1,13.57,0.1,13.33,0.14,1920,0.92578125
0,21,256,0.99609375,2,13.43,0.32,13.02,0.09,1901,0.98046875
0,21,256,1.0,3,2.54,0.2,2.22,0.12,331,0.99609375
0,22,256,0.8828125,0,12.32,0.34,11.86,0.11,1886,0.60546875
0,22,256,0.94921875,1,12.36,0.16,12.14,0.07,1920,0.9140625
0,22,256,0.96875,2,12.16,0.12,11.97,0.07,1901,0.95703125
