0,97.61,2.79
0,0,256,0.89453125,0,13.9,0.26,13.57,0.08,1886,0.6015625
0,0,256,0.94140625,1,13.93,0.12,13.73,0.08,1920,0.91015625
0,0,256,0.97265625,2,13.69,0.13,13.46,0.1,1901,0.97265625
0,0,256,0.98828125,3,13.52,0.14,13.3,0.08,1917,0.9765625
0,0,256,1.0,4,9.55,0.13,9.33,0.09,1313,0.9921875
0,1,256,0.90234375,0,13.53,0.21,13.1,0.22,1886,0.61328125
0,1,256,0.953125,1,13.73,0.18,13.47,0.09,1920,0.90234375
0,1,256,0.9765625,2,13.76,0.22,13.43,0.11,1901,0.94921875
0,1,256,0.98828125,3,13.56,0.09,13.37,0.1,1917,0.9765625
0,1,256,0.984375,4,13.66,0.12,13.44,0.11,1923,0.98828125
0,2,256,0.8984375,0,13.98,0.82,13.07,0.09,1886,0.62890625
0,2,256,0.95703125,1,13.27,0.11,13.07,0.09,1920,0.88671875
0,2,256,0.95703125,2,13.39,0.09,13.22,0.09,1901,0.94140625
0,2,256,0.984375,3,13.26,0.14,13.03,0.09,1917,0.98046875
0,2,256,0.984375,4,13.44,0.13,13.17,0.14,1923,0.984375
0,3,256,0.91015625,0,13.22,0.11,12.96,0.15,1886,0.62890625
0,3,256,0.953125,1,13.39,0.16,13.12,0.11,1920,0.8984375
0,3,256,0.97265625,2,13.42,0.19,13.11,0.12,1901,0.953125
0,3,256,0.9921875,3,13.26,0.18,12.98,0.11,1917,0.96484375
0,3,256,0.99609375,4,13.44,0.15,13.2,0.09,1923,0.98046875
0,4,256,0.8984375,0,14.74,1.59,13.05,0.1,1886,0.60546875
0,4,256,0.9609375,1,13.45,0.14,13.21,0.1,1920,0.90625
0,4,256,0.96875,2,13.37,0.2,13.07,0.1,1901,0.94921875
0,4,256,0.97265625,3,13.26,0.15,13.03,0.08,1917,0.97265625
0,4,256,0.99609375,4,13.4,0.13,13.15,0.12,1923,0.9921875
0,5,256,0.88671875,0,13.26,0.25,12.81,0.2,1886,0.6015625
0,5,256,0.94921875,1,13.37,0.12,13.15,0.1,1920,0.91015625
0,5,256,0.98046875,2,13.5,0.26,13.08,0.16,1901,0.9296875
0,5,256,0.984375,3,13.22,0.17,12.9,0.15,1917,0.9765625
0,5,256,0.984375,4,13.41,0.12,13.15,0.14,1923,0.9765625
0,6,256,0.8984375,0,14.82,1.58,13.11,0.13,1886,0.61328125
0,6,256,0.921875,1,13.99,0.11,13.4,0.47,1920,0.8984375
0,6,256,0.97265625,2,13.78,0.32,13.38,0.08,1901,0.94921875
0,6,256,0.98828125,3,13.56,0.13,13.35,0.08,1917,0.9765625
0,6,256,0.96875,4,13.57,0.21,13.25,0.11,1923,0.96484375
0,7,256,0.8828125,0,13.26,0.28,12.92,0.06,1886,0.62890625
0,7,256,0.953125,1,13.35,0.14,13.11,0.11,1920,0.90625
0,7,256,0.9765625,2,13.38,0.16,13.14,0.08,1901,0.9375
0,7,256,0.98828125,3,13.27,0.17,13.04,0.06,1917,0.97265625
0,7,256,0.9921875,4,13.7,0.2,13.37,0.13,1923,0.98828125
0,8,256,0.90625,0,13.82,0.4,13.35,0.07,1886,0.62890625
0,8,256,0.94921875,1,13.79,0.18,13.53,0.08,1920,0.9140625
0,8,256,0.96484375,2,13.72,0.18,13.38,0.16,1901,0.92578125
0,8,256,0.99609375,3,13.71,0.1,13.51,0.11,1917,0.97265625
0,8,256,0.9921875,4,13.7,0.19,13.4,0.11,1923,0.96875
0,9,256,0.9140625,0,13.64,0.25,13.25,0.14,1886,0.6171875
0,9,256,0.94921875,1,13.38,0.12,13.2,0.06,1920,0.91015625
0,9,256,0.97265625,2,13.19,0.09,13.02,0.09,1901,0.9453125
0,9,256,0.984375,3,13.54,0.14,13.31,0.09,1917,0.98046875
0,9,256,0.98046875,4,13.39,0.17,13.13,0.09,1923,0.94921875
0,10,256,0.8984375,0,13.38,0.26,13.04,0.07,1886,0.6171875
0,10,256,0.94921875,1,13.6,0.16,13.23,0.21,1920,0.890625
0,10,256,0.9609375,2,13.23,0.15,12.99,0.09,1901,0.9296875
0,10,256,0.98046875,3,13.76,0.36,13.26,0.14,1917,0.9765625
0,10,256,0.98828125,4,13.26,0.13,13.04,0.09,1923,0.9765625
0,11,256,0.90625,0,13.49,0.18,12.97,0.33,1886,0.61328125
